year,exra,nao,location,code,elevation,climate.region,N,E
1990,67,3.88,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
1991,49.9,1.14,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
1992,38.5,2.54,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
1993,48.1,1.71,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
1994,52.5,2.86,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
1995,75.1,-1.11,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
1996,68,-1.98,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
1997,46.3,-0.93,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
1998,36.2,1.03,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
1999,53.1,2.25,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
2000,32.8,1.18,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
2001,35.5,-1.91,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
2002,52.8,1,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
2003,51.4,-0.09,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
2004,89.3,0.7,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
2005,42.6,-1.35,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
2006,41,-0.2,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
2007,55.7,1.35,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
2008,41.4,1.72,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
2009,53.5,0.72,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
2010,47,-5.96,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
2011,43.1,2.95,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
2012,48.5,-0.25,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
2013,51.8,0.9,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
2014,59.1,2.97,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
2015,55,4.09,Bullet.La Fretaz,FRE,1205,Western Jura,46.84,6.58
1981,46.8,-0.55,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
1982,52.8,2.63,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
1983,39.8,0.38,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
1984,52.3,2.17,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
1985,45.7,-3.09,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
1986,41.4,3.14,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
1987,62.5,-3.01,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
1988,38.3,-0.13,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
1989,43.8,2.38,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
1990,35.1,3.88,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
1991,87.5,1.14,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
1992,44.8,2.54,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
1993,56.7,1.71,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
1994,40.2,2.86,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
1995,62.7,-1.11,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
1996,53.2,-1.98,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
1997,48.3,-0.93,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
1998,62.7,1.03,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
1999,73.2,2.25,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
2000,61.6,1.18,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
2001,51.5,-1.91,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
2002,67.5,1,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
2003,51,-0.09,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
2004,41.5,0.7,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
2005,57.7,-1.35,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
2006,82.4,-0.2,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
2007,41.6,1.35,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
2008,46.9,1.72,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
2009,65.4,0.72,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
2010,52.1,-5.96,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
2011,50.8,2.95,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
2012,56,-0.25,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
2013,47.2,0.9,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
2014,45.4,2.97,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
2015,36.1,4.09,Glarus,GLA,517,Eastern Alpine north slope,47.03,9.07
1989,52.5,2.38,Goesgen,GOE,380,Central plateau,47.36,7.97
1990,40.5,3.88,Goesgen,GOE,380,Central plateau,47.36,7.97
1991,31.7,1.14,Goesgen,GOE,380,Central plateau,47.36,7.97
1992,63.7,2.54,Goesgen,GOE,380,Central plateau,47.36,7.97
1993,41.7,1.71,Goesgen,GOE,380,Central plateau,47.36,7.97
1994,67.3,2.86,Goesgen,GOE,380,Central plateau,47.36,7.97
1995,43.7,-1.11,Goesgen,GOE,380,Central plateau,47.36,7.97
1996,46.8,-1.98,Goesgen,GOE,380,Central plateau,47.36,7.97
1997,32.9,-0.93,Goesgen,GOE,380,Central plateau,47.36,7.97
1998,39.3,1.03,Goesgen,GOE,380,Central plateau,47.36,7.97
1999,79.2,2.25,Goesgen,GOE,380,Central plateau,47.36,7.97
2000,29.3,1.18,Goesgen,GOE,380,Central plateau,47.36,7.97
2001,29.8,-1.91,Goesgen,GOE,380,Central plateau,47.36,7.97
2002,34.6,1,Goesgen,GOE,380,Central plateau,47.36,7.97
2003,28.4,-0.09,Goesgen,GOE,380,Central plateau,47.36,7.97
2004,29.9,0.7,Goesgen,GOE,380,Central plateau,47.36,7.97
2005,36.1,-1.35,Goesgen,GOE,380,Central plateau,47.36,7.97
2006,45.3,-0.2,Goesgen,GOE,380,Central plateau,47.36,7.97
2007,74.3,1.35,Goesgen,GOE,380,Central plateau,47.36,7.97
2008,50,1.72,Goesgen,GOE,380,Central plateau,47.36,7.97
2009,64.7,0.72,Goesgen,GOE,380,Central plateau,47.36,7.97
2010,38,-5.96,Goesgen,GOE,380,Central plateau,47.36,7.97
2011,47.4,2.95,Goesgen,GOE,380,Central plateau,47.36,7.97
2012,41,-0.25,Goesgen,GOE,380,Central plateau,47.36,7.97
2013,90.2,0.9,Goesgen,GOE,380,Central plateau,47.36,7.97
2014,31.6,2.97,Goesgen,GOE,380,Central plateau,47.36,7.97
2015,68,4.09,Goesgen,GOE,380,Central plateau,47.36,7.97
1990,47,3.88,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
1991,105.9,1.14,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
1992,44.2,2.54,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
1993,78.1,1.71,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
1994,54,2.86,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
1995,83.2,-1.11,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
1996,53.4,-1.98,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
1997,47.3,-0.93,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
1998,50,1.03,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
1999,101,2.25,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
2000,58.9,1.18,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
2001,42.1,-1.91,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
2002,62.6,1,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
2003,42.6,-0.09,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
2004,51.5,0.7,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
2005,58.7,-1.35,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
2006,43.3,-0.2,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
2007,71.5,1.35,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
2008,54.2,1.72,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
2009,61.2,0.72,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
2010,45,-5.96,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
2011,63.8,2.95,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
2012,79.3,-0.25,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
2013,59.3,0.9,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
2014,50.3,2.97,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
2015,73.4,4.09,Grimsel Hospiz,GRH,1980,Western Alpine north slope,46.57,8.33
1982,85.5,2.63,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
1983,63.6,0.38,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
1984,80.1,2.17,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
1985,65,-3.09,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
1986,50.2,3.14,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
1987,99.3,-3.01,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
1988,103.2,-0.13,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
1989,104.8,2.38,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
1990,62,3.88,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
1991,77.3,1.14,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
1992,66.9,2.54,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
1993,96.4,1.71,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
1994,116.7,2.86,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
1995,79.5,-1.11,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
1996,108,-1.98,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
1997,89.7,-0.93,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
1998,62,1.03,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
1999,138.6,2.25,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
2000,127.1,1.18,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
2001,85,-1.91,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
2002,97,1,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
2003,83,-0.09,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
2004,74.3,0.7,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
2005,100.1,-1.35,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
2006,94.9,-0.2,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
2007,101.3,1.35,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
2008,75.8,1.72,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
2009,71.9,0.72,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
2010,121.3,-5.96,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
2011,119.9,2.95,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
2012,96.8,-0.25,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
2013,55.3,0.9,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
2014,102.8,2.97,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
2015,97.5,4.09,Col du Grand St-Bernard,GSB,2472,Alpine south side,45.87,7.17
1981,82.4,-0.55,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
1982,63.1,2.63,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
1983,59.4,0.38,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
1984,89.3,2.17,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
1985,57.5,-3.09,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
1986,55.3,3.14,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
1987,84.4,-3.01,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
1988,61.7,-0.13,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
1989,57,2.38,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
1990,82,3.88,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
1991,103.9,1.14,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
1992,51.5,2.54,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
1993,78.3,1.71,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
1994,39,2.86,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
1995,113.2,-1.11,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
1996,102.2,-1.98,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
1997,59.9,-0.93,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
1998,55.6,1.03,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
1999,72.4,2.25,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
2000,73.3,1.18,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
2001,58.3,-1.91,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
2002,81.7,1,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
2003,50.6,-0.09,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
2004,55.8,0.7,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
2005,48.2,-1.35,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
2006,47.2,-0.2,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
2007,65.8,1.35,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
2008,79.8,1.72,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
2009,76.4,0.72,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
2010,59.2,-5.96,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
2011,47,2.95,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
2012,56.2,-0.25,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
2013,77.6,0.9,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
2014,86.2,2.97,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
2015,69.9,4.09,Guetsch ob Andermatt,GUE,2283,Central Alpine north slope,46.65,8.62
1981,31,-0.55,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
1982,48.2,2.63,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
1983,27.3,0.38,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
1984,56.5,2.17,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
1985,42.5,-3.09,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
1986,46.2,3.14,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
1987,55.5,-3.01,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
1988,33.7,-0.13,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
1989,37.1,2.38,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
1990,47.4,3.88,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
1991,40.7,1.14,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
1992,33.6,2.54,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
1993,78.7,1.71,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
1994,38.2,2.86,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
1995,37.8,-1.11,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
1996,59.7,-1.98,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
1997,32.2,-0.93,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
1998,30.3,1.03,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
1999,53.1,2.25,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
2000,55.3,1.18,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
2001,39.7,-1.91,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
2002,39.9,1,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
2003,35.3,-0.09,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
2004,32.6,0.7,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
2005,27.1,-1.35,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
2006,44.6,-0.2,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
2007,45.9,1.35,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
2008,40.8,1.72,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
2009,52.3,0.72,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
2010,36.7,-5.96,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
2011,39.8,2.95,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
2012,41.3,-0.25,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
2013,30.6,0.9,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
2014,35.4,2.97,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
2015,107.8,4.09,Guettingen,GUT,440,North-eastern plateau,47.6,9.28
1981,35,-0.55,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
1982,40.8,2.63,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
1983,50.2,0.38,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
1984,33.2,2.17,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
1985,32.2,-3.09,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
1986,33.2,3.14,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
1987,33.3,-3.01,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
1988,30.9,-0.13,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
1989,32.7,2.38,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
1990,37.4,3.88,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
1991,37.4,1.14,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
1992,38.7,2.54,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
1993,65.6,1.71,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
1994,41.8,2.86,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
1995,34.5,-1.11,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
1996,47.4,-1.98,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
1997,64.7,-0.93,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
1998,49.4,1.03,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
1999,50,2.25,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
2000,50,1.18,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
2001,52.1,-1.91,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
2002,46.9,1,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
2003,30,-0.09,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
2004,48.6,0.7,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
2005,34.4,-1.35,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
2006,39.5,-0.2,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
2007,45.4,1.35,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
2008,53.3,1.72,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
2009,30.7,0.72,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
2010,36.2,-5.96,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
2011,37.2,2.95,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
2012,40.3,-0.25,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
2013,82.7,0.9,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
2014,70,2.97,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
2015,51.6,4.09,Geneve-Cointrin,GVE,412,Western plateau,46.25,6.13
1981,54,-0.55,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
1982,44.5,2.63,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
1983,41.4,0.38,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
1984,62.6,2.17,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
1985,37.2,-3.09,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
1986,45.3,3.14,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
1987,39.5,-3.01,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
1988,29.7,-0.13,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
1989,44.3,2.38,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
1990,59.4,3.88,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
1991,61.9,1.14,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
1992,39.2,2.54,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
1993,47.6,1.71,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
1994,31.9,2.86,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
1995,44.4,-1.11,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
1996,41.2,-1.98,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
1997,40.1,-0.93,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
1998,35.7,1.03,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
1999,40.9,2.25,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
2000,45.2,1.18,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
2001,35.4,-1.91,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
2002,45.5,1,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
2003,31.8,-0.09,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
2004,51.8,0.7,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
2005,61.4,-1.35,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
2006,37.6,-0.2,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
2007,61.3,1.35,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
2008,41.2,1.72,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
2009,40.3,0.72,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
2010,43.2,-5.96,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
2011,38.7,2.95,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
2012,37.6,-0.25,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
2013,36.8,0.9,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
2014,40.1,2.97,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
2015,44.1,4.09,Interlaken,INT,577,Western Alpine north slope,46.67,7.87
1981,46.5,-0.55,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
1982,28.4,2.63,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
1983,44.2,0.38,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
1984,41,2.17,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
1985,35.4,-3.09,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
1986,49.9,3.14,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
1987,62.1,-3.01,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
1988,32.2,-0.13,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
1989,36.2,2.38,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
1990,50.9,3.88,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
1991,30.6,1.14,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
1992,44.3,2.54,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
1993,56.5,1.71,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
1994,57.9,2.86,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
1995,63.6,-1.11,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
1996,36.6,-1.98,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
1997,33.2,-0.93,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
1998,30.1,1.03,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
1999,45,2.25,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
2000,48.4,1.18,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
2001,39.6,-1.91,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
2002,45,1,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
2003,40.8,-0.09,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
2004,47,0.7,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
2005,42.9,-1.35,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
2006,39.3,-0.2,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
2007,72.6,1.35,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
2008,47,1.72,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
2009,35.9,0.72,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
2010,72.4,-5.96,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
2011,45.5,2.95,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
2012,49.6,-0.25,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
2013,42.5,0.9,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
2014,33.2,2.97,Zuerich.Kloten,KLO,426,North-eastern plateau,47.48,8.54
