QUADRICULA,TET,crestlark,linnet,x,y
PD14,Q,NA,NA,617000,4341000
PD14,V,0,0,618999.9999999999,4341000
PD24,A,NA,NA,621000,4341000
PD24,F,NA,NA,623000,4341000
PD24,K,0,0,625000,4341000
PD24,Q,NA,NA,627000,4341000
PD24,V,0,1,629000,4341000
PD34,A,NA,NA,631000,4341000
PD34,F,1,1,633000,4341000
PD34,K,NA,NA,635000,4341000
PD34,Q,NA,NA,637000,4341000
PD34,V,NA,NA,639000,4341000
PD44,A,NA,NA,641000,4341000
PD44,F,NA,NA,643000,4341000
PD44,K,NA,NA,645000,4341000
PD44,Q,NA,NA,647000,4341000
PD44,V,NA,NA,649000,4341000
PD54,A,NA,NA,651000,4341000
PD54,F,NA,NA,653000,4341000
PD54,K,NA,NA,655000,4341000
PD54,Q,NA,NA,657000,4341000
PD54,V,NA,NA,659000,4341000
MD63,E,NA,NA,461000,4339000
MD63,J,NA,NA,463000,4339000
MD63,P,NA,NA,465000,4339000
MD63,U,NA,NA,467000,4339000
MD63,Z,NA,NA,469000,4339000
MD73,E,NA,NA,471000,4339000
MD73,J,NA,NA,473000,4339000
MD73,P,0,1,475000.00000000006,4339000
MD73,U,NA,NA,477000,4339000
MD73,Z,0,1,479000,4339000
MD83,E,1,1,481000,4339000
MD83,J,0,1,482999.99999999994,4339000
MD83,P,NA,NA,485000,4339000
MD83,U,NA,NA,487000,4339000
MD83,Z,NA,NA,489000,4339000
MD93,E,NA,NA,491000,4339000
MD93,J,NA,NA,493000,4339000
MD93,P,NA,NA,495000,4339000
MD93,U,0,1,497000,4339000
MD93,Z,NA,NA,499000,4339000
ND03,E,0,1,501000,4339000
ND03,J,0,1,503000,4339000
ND03,P,1,1,505000,4339000
ND03,U,NA,NA,507000,4339000
ND03,Z,0,1,509000,4339000
ND13,E,1,1,511000,4339000
ND13,J,NA,NA,513000,4339000
ND13,P,0,1,515000,4339000
ND13,U,NA,NA,517000,4339000
ND13,Z,NA,NA,519000,4339000
ND23,E,0,1,521000,4339000
ND23,J,0,0,523000,4339000
ND23,P,NA,NA,525000,4339000
ND23,U,NA,NA,527000,4339000
ND23,Z,0,1,529000,4339000
ND33,E,0,0,531000,4339000
ND33,J,NA,NA,533000,4339000
ND33,P,NA,NA,535000,4339000
ND33,U,NA,NA,537000,4339000
ND33,Z,0,1,539000,4339000
ND43,E,NA,NA,541000,4339000
ND43,J,NA,NA,543000,4339000
ND43,P,NA,NA,545000,4339000
ND43,U,NA,NA,547000,4339000
ND43,Z,0,0,549000,4339000
ND53,E,NA,NA,551000,4339000
ND53,J,NA,NA,552999.9999999999,4339000
ND53,P,NA,NA,555000,4339000
ND53,U,0,0,557000,4339000
ND53,Z,NA,NA,559000,4339000
ND63,E,NA,NA,561000,4339000
ND63,J,NA,NA,563000,4339000
ND63,P,NA,NA,565000,4339000
ND63,U,NA,NA,567000,4339000
ND63,Z,0,0,569000,4339000
ND73,E,0,0,571000,4339000
ND73,J,NA,NA,573000,4339000
ND73,P,0,0,575000,4339000
ND73,U,NA,NA,577000,4339000
ND73,Z,NA,NA,579000,4339000
ND83,E,NA,NA,581000,4339000
ND83,J,NA,NA,583000,4339000
ND83,P,NA,NA,585000,4339000
ND83,U,NA,NA,587000,4339000
ND83,Z,NA,NA,589000,4339000
ND93,E,NA,NA,591000,4339000
ND93,J,NA,NA,593000,4339000
ND93,P,NA,NA,595000,4339000
ND93,U,0,0,597000,4339000
ND93,Z,1,0,599000,4339000
PD03,E,NA,NA,601000,4339000
PD03,J,NA,NA,603000.0000000001,4339000
PD03,P,0,0,605000,4339000
PD03,U,NA,NA,607000,4339000
PD03,Z,1,1,609000,4339000
PD13,E,0,0,611000,4339000
PD13,J,NA,NA,613000,4339000
PD13,P,NA,NA,615000,4339000
PD13,U,0,0,617000,4339000
PD13,Z,NA,NA,618999.9999999999,4339000
PD23,E,NA,NA,621000,4339000
PD23,J,1,1,623000,4339000
PD23,P,NA,NA,625000,4339000
PD23,U,NA,NA,627000,4339000
PD23,Z,NA,NA,629000,4339000
PD33,E,NA,NA,631000,4339000
PD33,J,0,1,633000,4339000
PD33,P,NA,NA,635000,4339000
PD33,U,0,1,637000,4339000
PD33,Z,NA,NA,639000,4339000
PD43,E,0,0,641000,4339000
PD43,J,NA,NA,643000,4339000
PD43,P,NA,NA,645000,4339000
PD43,U,NA,NA,647000,4339000
PD43,Z,1,0,649000,4339000
PD53,E,NA,NA,651000,4339000
PD53,J,0,1,653000,4339000
PD53,P,0,1,655000,4339000
PD53,U,0,0,657000,4339000
PD53,Z,0,1,659000,4339000
PD63,E,NA,NA,661000,4339000
PD63,J,NA,NA,663000,4339000
PD63,P,NA,NA,665000,4339000
PD63,U,NA,NA,667000,4339000
PD63,Z,NA,NA,669000.0000000001,4339000
PD73,E,NA,NA,671000,4339000
PD73,J,NA,NA,673000,4339000
PD73,P,NA,NA,675000,4339000
PD73,U,NA,NA,677000,4339000
PD73,Z,NA,NA,679000,4339000
MD63,D,NA,NA,461000,4337000
MD63,I,NA,NA,463000,4337000
MD63,N,NA,NA,465000,4337000
MD63,T,NA,NA,467000,4337000
MD63,Y,NA,NA,469000,4337000
MD73,D,0,0,471000,4337000
MD73,I,NA,NA,473000,4337000
MD73,N,NA,NA,475000.00000000006,4337000
MD73,T,0,0,477000,4337000
MD73,Y,NA,NA,479000,4337000
MD83,D,NA,NA,481000,4337000
MD83,I,NA,NA,482999.99999999994,4337000
MD83,N,0,1,485000,4337000
MD83,T,NA,NA,487000,4337000
MD83,Y,NA,NA,489000,4337000
MD93,D,NA,NA,491000,4337000
MD93,I,NA,NA,493000,4337000
MD93,N,0,1,495000,4337000
MD93,T,NA,NA,497000,4337000
MD93,Y,NA,NA,499000,4337000
ND03,D,NA,NA,501000,4337000
ND03,I,NA,NA,503000,4337000
ND03,N,NA,NA,505000,4337000
ND03,T,NA,NA,507000,4337000
ND03,Y,NA,NA,509000,4337000
ND13,D,NA,NA,511000,4337000
ND13,I,1,1,513000,4337000
ND13,N,NA,NA,515000,4337000
ND13,T,NA,NA,517000,4337000
ND13,Y,1,1,519000,4337000
ND23,D,NA,NA,521000,4337000
ND23,I,0,0,523000,4337000
ND23,N,NA,NA,525000,4337000
ND23,T,NA,NA,527000,4337000
ND23,Y,NA,NA,529000,4337000
ND33,D,NA,NA,531000,4337000
ND33,I,0,1,533000,4337000
ND33,N,NA,NA,535000,4337000
ND33,T,NA,NA,537000,4337000
ND33,Y,NA,NA,539000,4337000
ND43,D,NA,NA,541000,4337000
ND43,I,1,1,543000,4337000
ND43,N,NA,NA,545000,4337000
ND43,T,1,0,547000,4337000
ND43,Y,NA,NA,549000,4337000
ND53,D,0,1,551000,4337000
ND53,I,1,0,552999.9999999999,4337000
ND53,N,1,0,555000,4337000
ND53,T,NA,NA,557000,4337000
ND53,Y,NA,NA,559000,4337000
ND63,D,NA,NA,561000,4337000
ND63,I,0,0,563000,4337000
ND63,N,NA,NA,565000,4337000
ND63,T,1,0,567000,4337000
ND63,Y,NA,NA,569000,4337000
ND73,D,NA,NA,571000,4337000
ND73,I,0,0,573000,4337000
ND73,N,NA,NA,575000,4337000
ND73,T,0,0,577000,4337000
ND73,Y,NA,NA,579000,4337000
ND83,D,1,0,581000,4337000
ND83,I,NA,NA,583000,4337000
ND83,N,0,0,585000,4337000
ND83,T,NA,NA,587000,4337000
ND83,Y,0,1,589000,4337000
ND93,D,NA,NA,591000,4337000
ND93,I,NA,NA,593000,4337000
ND93,N,NA,NA,595000,4337000
ND93,T,NA,NA,597000,4337000
ND93,Y,1,0,599000,4337000
PD03,D,NA,NA,601000,4337000
PD03,I,0,1,603000.0000000001,4337000
PD03,N,NA,NA,605000,4337000
PD03,T,NA,NA,607000,4337000
PD03,Y,0,0,609000,4337000
PD13,D,NA,NA,611000,4337000
PD13,I,NA,NA,613000,4337000
PD13,N,0,0,615000,4337000
PD13,T,NA,NA,617000,4337000
PD13,Y,NA,NA,618999.9999999999,4337000
PD23,D,0,0,621000,4337000
PD23,I,NA,NA,623000,4337000
PD23,N,0,1,625000,4337000
PD23,T,NA,NA,627000,4337000
PD23,Y,NA,NA,629000,4337000
PD33,D,NA,NA,631000,4337000
PD33,I,NA,NA,633000,4337000
PD33,N,0,0,635000,4337000
PD33,T,NA,NA,637000,4337000
PD33,Y,NA,NA,639000,4337000
PD43,D,NA,NA,641000,4337000
PD43,I,0,1,643000,4337000
PD43,N,NA,NA,645000,4337000
PD43,T,NA,NA,647000,4337000
PD43,Y,NA,NA,649000,4337000
PD53,D,NA,NA,651000,4337000
PD53,I,0,1,653000,4337000
PD53,N,0,1,655000,4337000
PD53,T,NA,NA,657000,4337000
PD53,Y,NA,NA,659000,4337000
PD63,D,0,0,661000,4337000
PD63,I,NA,NA,663000,4337000
PD63,N,NA,NA,665000,4337000
PD63,T,NA,NA,667000,4337000
PD63,Y,NA,NA,669000.0000000001,4337000
PD73,D,NA,NA,671000,4337000
PD73,I,NA,NA,673000,4337000
PD73,N,NA,NA,675000,4337000
PD73,T,NA,NA,677000,4337000
PD73,Y,NA,NA,679000,4337000
MD63,C,NA,NA,461000,4335000
MD63,H,NA,NA,463000,4335000
MD63,M,NA,NA,465000,4335000
MD63,S,NA,NA,467000,4335000
MD63,X,0,1,469000,4335000
MD73,C,NA,NA,471000,4335000
MD73,H,1,1,473000,4335000
MD73,M,NA,NA,475000.00000000006,4335000
MD73,S,NA,NA,477000,4335000
MD73,X,0,0,479000,4335000
MD83,C,NA,NA,481000,4335000
MD83,H,0,0,482999.99999999994,4335000
MD83,M,NA,NA,485000,4335000
MD83,S,1,1,487000,4335000
MD83,X,NA,NA,489000,4335000
MD93,C,NA,NA,491000,4335000
MD93,H,1,1,493000,4335000
MD93,M,NA,NA,495000,4335000
MD93,S,1,1,497000,4335000
MD93,X,NA,NA,499000,4335000
ND03,C,NA,NA,501000,4335000
ND03,H,0,1,503000,4335000
ND03,M,0,1,505000,4335000
ND03,S,NA,NA,507000,4335000
ND03,X,1,1,509000,4335000
ND13,C,NA,NA,511000,4335000
ND13,H,NA,NA,513000,4335000
ND13,M,NA,NA,515000,4335000
ND13,S,0,1,517000,4335000
ND13,X,NA,NA,519000,4335000
ND23,C,NA,NA,521000,4335000
ND23,H,NA,NA,523000,4335000
ND23,M,0,1,525000,4335000
ND23,S,1,1,527000,4335000
ND23,X,NA,NA,529000,4335000
ND33,C,NA,NA,531000,4335000
ND33,H,NA,NA,533000,4335000
ND33,M,0,1,535000,4335000
ND33,S,NA,NA,537000,4335000
ND33,X,NA,NA,539000,4335000
ND43,C,NA,NA,541000,4335000
ND43,H,0,0,543000,4335000
ND43,M,NA,NA,545000,4335000
ND43,S,NA,NA,547000,4335000
ND43,X,NA,NA,549000,4335000
ND53,C,NA,NA,551000,4335000
ND53,H,0,0,552999.9999999999,4335000
ND53,M,NA,NA,555000,4335000
ND53,S,0,0,557000,4335000
ND53,X,NA,NA,559000,4335000
ND63,C,0,0,561000,4335000
ND63,H,NA,NA,563000,4335000
ND63,M,1,0,565000,4335000
ND63,S,NA,NA,567000,4335000
ND63,X,0,0,569000,4335000
ND73,C,NA,NA,571000,4335000
ND73,H,0,0,573000,4335000
ND73,M,NA,NA,575000,4335000
ND73,S,NA,NA,577000,4335000
ND73,X,1,1,579000,4335000
ND83,C,NA,NA,581000,4335000
ND83,H,NA,NA,583000,4335000
ND83,M,NA,NA,585000,4335000
ND83,S,0,0,587000,4335000
ND83,X,1,0,589000,4335000
ND93,C,NA,NA,591000,4335000
ND93,H,NA,NA,593000,4335000
ND93,M,NA,NA,595000,4335000
ND93,S,0,0,597000,4335000
ND93,X,1,0,599000,4335000
PD03,C,NA,NA,601000,4335000
PD03,H,1,0,603000.0000000001,4335000
PD03,M,NA,NA,605000,4335000
PD03,S,1,1,607000,4335000
PD03,X,NA,NA,609000,4335000
PD13,C,NA,NA,611000,4335000
PD13,H,0,1,613000,4335000
PD13,M,NA,NA,615000,4335000
PD13,S,0,0,617000,4335000
PD13,X,NA,NA,618999.9999999999,4335000
PD23,C,NA,NA,621000,4335000
PD23,H,0,1,623000,4335000
PD23,M,NA,NA,625000,4335000
PD23,S,NA,NA,627000,4335000
PD23,X,NA,NA,629000,4335000
PD33,C,NA,NA,631000,4335000
PD33,H,NA,NA,633000,4335000
PD33,M,NA,NA,635000,4335000
PD33,S,1,0,637000,4335000
PD33,X,0,0,639000,4335000
PD43,C,NA,NA,641000,4335000
PD43,H,0,0,643000,4335000
PD43,M,NA,NA,645000,4335000
PD43,S,0,0,647000,4335000
PD43,X,NA,NA,649000,4335000
PD53,C,NA,NA,651000,4335000
PD53,H,NA,NA,653000,4335000
PD53,M,NA,NA,655000,4335000
PD53,S,0,1,657000,4335000
PD53,X,NA,NA,659000,4335000
PD63,C,0,0,661000,4335000
PD63,H,NA,NA,663000,4335000
PD63,M,NA,NA,665000,4335000
PD63,S,NA,NA,667000,4335000
PD63,X,NA,NA,669000.0000000001,4335000
PD73,C,NA,NA,671000,4335000
PD73,H,NA,NA,673000,4335000
PD73,M,NA,NA,675000,4335000
PD73,S,NA,NA,677000,4335000
PD73,X,NA,NA,679000,4335000
MD63,B,NA,NA,461000,4333000
MD63,G,NA,NA,463000,4333000
MD63,L,NA,NA,465000,4333000
MD63,R,NA,NA,467000,4333000
MD63,W,0,0,469000,4333000
MD73,B,NA,NA,471000,4333000
MD73,G,NA,NA,473000,4333000
MD73,L,1,1,475000.00000000006,4333000
MD73,R,NA,NA,477000,4333000
MD73,W,NA,NA,479000,4333000
MD83,B,NA,NA,481000,4333000
MD83,G,0,1,482999.99999999994,4333000
MD83,L,1,1,485000,4333000
MD83,R,NA,NA,487000,4333000
MD83,W,1,1,489000,4333000
MD93,B,NA,NA,491000,4333000
MD93,G,NA,NA,493000,4333000
MD93,L,1,1,495000,4333000
MD93,R,NA,NA,497000,4333000
MD93,W,NA,NA,499000,4333000
ND03,B,1,1,501000,4333000
ND03,G,NA,NA,503000,4333000
ND03,L,NA,NA,505000,4333000
ND03,R,NA,NA,507000,4333000
ND03,W,0,1,509000,4333000
ND13,B,NA,NA,511000,4333000
ND13,G,NA,NA,513000,4333000
ND13,L,1,0,515000,4333000
ND13,R,NA,NA,517000,4333000
ND13,W,0,0,519000,4333000
ND23,B,0,0,521000,4333000
ND23,G,NA,NA,523000,4333000
ND23,L,NA,NA,525000,4333000
ND23,R,NA,NA,527000,4333000
ND23,W,0,1,529000,4333000
ND33,B,NA,NA,531000,4333000
ND33,G,NA,NA,533000,4333000
ND33,L,NA,NA,535000,4333000
ND33,R,NA,NA,537000,4333000
ND33,W,1,0,539000,4333000
ND43,B,0,0,541000,4333000
ND43,G,NA,NA,543000,4333000
ND43,L,0,0,545000,4333000
ND43,R,NA,NA,547000,4333000
ND43,W,NA,NA,549000,4333000
ND53,B,NA,NA,551000,4333000
ND53,G,NA,NA,552999.9999999999,4333000
ND53,L,0,0,555000,4333000
ND53,R,NA,NA,557000,4333000
ND53,W,NA,NA,559000,4333000
ND63,B,NA,NA,561000,4333000
ND63,G,1,0,563000,4333000
ND63,L,NA,NA,565000,4333000
ND63,R,0,0,567000,4333000
ND63,W,NA,NA,569000,4333000
ND73,B,0,0,571000,4333000
ND73,G,NA,NA,573000,4333000
ND73,L,NA,NA,575000,4333000
ND73,R,1,1,577000,4333000
ND73,W,NA,NA,579000,4333000
ND83,B,0,1,581000,4333000
ND83,G,NA,NA,583000,4333000
ND83,L,0,0,585000,4333000
ND83,R,NA,NA,587000,4333000
ND83,W,NA,NA,589000,4333000
ND93,B,NA,NA,591000,4333000
ND93,G,NA,NA,593000,4333000
ND93,L,1,0,595000,4333000
ND93,R,0,0,597000,4333000
ND93,W,1,0,599000,4333000
PD03,B,0,0,601000,4333000
PD03,G,NA,NA,603000.0000000001,4333000
PD03,L,NA,NA,605000,4333000
PD03,R,NA,NA,607000,4333000
PD03,W,1,1,609000,4333000
PD13,B,NA,NA,611000,4333000
PD13,G,NA,NA,613000,4333000
PD13,L,0,0,615000,4333000
PD13,R,NA,NA,617000,4333000
PD13,W,NA,NA,618999.9999999999,4333000
PD23,B,0,0,621000,4333000
PD23,G,NA,NA,623000,4333000
PD23,L,0,0,625000,4333000
PD23,R,NA,NA,627000,4333000
PD23,W,1,0,629000,4333000
PD33,B,0,0,631000,4333000
PD33,G,0,0,633000,4333000
PD33,L,0,1,635000,4333000
PD33,R,0,0,637000,4333000
PD33,W,0,1,639000,4333000
PD43,B,1,0,641000,4333000
PD43,G,NA,NA,643000,4333000
PD43,L,NA,NA,645000,4333000
PD43,R,NA,NA,647000,4333000
PD43,W,NA,NA,649000,4333000
PD53,B,NA,NA,651000,4333000
PD53,G,NA,NA,653000,4333000
PD53,L,NA,NA,655000,4333000
PD53,R,NA,NA,657000,4333000
PD53,W,NA,NA,659000,4333000
PD63,B,0,0,661000,4333000
PD63,G,NA,NA,663000,4333000
PD63,L,NA,NA,665000,4333000
PD63,R,NA,NA,667000,4333000
PD63,W,NA,NA,669000.0000000001,4333000
PD73,B,NA,NA,671000,4333000
PD73,G,NA,NA,673000,4333000
PD73,L,NA,NA,675000,4333000
PD73,R,NA,NA,677000,4333000
PD73,W,NA,NA,679000,4333000
MD63,A,NA,NA,461000,4331000
MD63,F,NA,NA,463000,4331000
MD63,K,NA,NA,465000,4331000
MD63,Q,1,1,467000,4331000
MD63,V,0,0,469000,4331000
MD73,A,0,0,471000,4331000
MD73,F,NA,NA,473000,4331000
MD73,K,NA,NA,475000.00000000006,4331000
MD73,Q,0,1,477000,4331000
MD73,V,NA,NA,479000,4331000
MD83,A,NA,NA,481000,4331000
MD83,F,NA,NA,482999.99999999994,4331000
MD83,K,NA,NA,485000,4331000
MD83,Q,0,1,487000,4331000
MD83,V,NA,NA,489000,4331000
MD93,A,1,1,491000,4331000
MD93,F,NA,NA,493000,4331000
MD93,K,NA,NA,495000,4331000
MD93,Q,NA,NA,497000,4331000
MD93,V,NA,NA,499000,4331000
ND03,A,NA,NA,501000,4331000
ND03,F,NA,NA,503000,4331000
ND03,K,1,1,505000,4331000
ND03,Q,NA,NA,507000,4331000
ND03,V,NA,NA,509000,4331000
ND13,A,NA,NA,511000,4331000
ND13,F,1,1,513000,4331000
ND13,K,NA,NA,515000,4331000
ND13,Q,0,0,517000,4331000
ND13,V,NA,NA,519000,4331000
ND23,A,NA,NA,521000,4331000
ND23,F,NA,NA,523000,4331000
ND23,K,0,1,525000,4331000
ND23,Q,NA,NA,527000,4331000
ND23,V,NA,NA,529000,4331000
ND33,A,NA,NA,531000,4331000
ND33,F,0,1,533000,4331000
ND33,K,1,0,535000,4331000
ND33,Q,0,0,537000,4331000
ND33,V,1,1,539000,4331000
ND43,A,0,0,541000,4331000
ND43,F,0,0,543000,4331000
ND43,K,NA,NA,545000,4331000
ND43,Q,NA,NA,547000,4331000
ND43,V,0,0,549000,4331000
ND53,A,NA,NA,551000,4331000
ND53,F,1,0,552999.9999999999,4331000
ND53,K,NA,NA,555000,4331000
ND53,Q,0,0,557000,4331000
ND53,V,NA,NA,559000,4331000
ND63,A,NA,NA,561000,4331000
ND63,F,NA,NA,563000,4331000
ND63,K,0,0,565000,4331000
ND63,Q,NA,NA,567000,4331000
ND63,V,NA,NA,569000,4331000
ND73,A,NA,NA,571000,4331000
ND73,F,0,0,573000,4331000
ND73,K,NA,NA,575000,4331000
ND73,Q,NA,NA,577000,4331000
ND73,V,NA,NA,579000,4331000
ND83,A,NA,NA,581000,4331000
ND83,F,NA,NA,583000,4331000
ND83,K,NA,NA,585000,4331000
ND83,Q,0,0,587000,4331000
ND83,V,0,0,589000,4331000
ND93,A,NA,NA,591000,4331000
ND93,F,NA,NA,593000,4331000
ND93,K,NA,NA,595000,4331000
ND93,Q,1,0,597000,4331000
ND93,V,NA,NA,599000,4331000
PD03,A,0,0,601000,4331000
PD03,F,NA,NA,603000.0000000001,4331000
PD03,K,NA,NA,605000,4331000
PD03,Q,NA,NA,607000,4331000
PD03,V,NA,NA,609000,4331000
PD13,A,NA,NA,611000,4331000
PD13,F,NA,NA,613000,4331000
PD13,K,NA,NA,615000,4331000
PD13,Q,NA,NA,617000,4331000
PD13,V,NA,NA,618999.9999999999,4331000
PD23,A,1,1,621000,4331000
PD23,F,1,1,623000,4331000
PD23,K,NA,NA,625000,4331000
PD23,Q,0,0,627000,4331000
PD23,V,NA,NA,629000,4331000
PD33,A,NA,NA,631000,4331000
PD33,F,NA,NA,633000,4331000
PD33,K,0,0,635000,4331000
PD33,Q,NA,NA,637000,4331000
PD33,V,0,0,639000,4331000
PD43,A,1,0,641000,4331000
PD43,F,NA,NA,643000,4331000
PD43,K,1,0,645000,4331000
PD43,Q,NA,NA,647000,4331000
PD43,V,0,0,649000,4331000
PD53,A,NA,NA,651000,4331000
PD53,F,NA,NA,653000,4331000
PD53,K,NA,NA,655000,4331000
PD53,Q,NA,NA,657000,4331000
PD53,V,NA,NA,659000,4331000
PD63,A,1,0,661000,4331000
PD63,F,NA,NA,663000,4331000
PD63,K,NA,NA,665000,4331000
PD63,Q,0,0,667000,4331000
PD63,V,0,0,669000.0000000001,4331000
PD73,A,NA,NA,671000,4331000
PD73,F,NA,NA,673000,4331000
PD73,K,NA,NA,675000,4331000
PD73,Q,NA,NA,677000,4331000
PD73,V,NA,NA,679000,4331000
MD62,E,NA,NA,461000,4329000
MD62,J,NA,NA,463000,4329000
MD62,P,NA,NA,465000,4329000
MD62,U,1,1,467000,4329000
MD62,Z,NA,NA,469000,4329000
MD72,E,NA,NA,471000,4329000
MD72,J,1,1,473000,4329000
MD72,P,NA,NA,475000.00000000006,4329000
MD72,U,NA,NA,477000,4329000
MD72,Z,NA,NA,479000,4329000
MD82,E,0,1,481000,4329000
MD82,J,NA,NA,482999.99999999994,4329000
MD82,P,NA,NA,485000,4329000
MD82,U,0,1,487000,4329000
MD82,Z,NA,NA,489000,4329000
MD92,E,NA,NA,491000,4329000
MD92,J,1,1,493000,4329000
MD92,P,NA,NA,495000,4329000
MD92,U,NA,NA,497000,4329000
MD92,Z,1,1,499000,4329000
ND02,E,NA,NA,501000,4329000
ND02,J,1,1,503000,4329000
ND02,P,NA,NA,505000,4329000
ND02,U,1,1,507000,4329000
ND02,Z,NA,NA,509000,4329000
ND12,E,NA,NA,511000,4329000
ND12,J,0,1,513000,4329000
ND12,P,NA,NA,515000,4329000
ND12,U,NA,NA,517000,4329000
ND12,Z,NA,NA,519000,4329000
ND22,E,NA,NA,521000,4329000
ND22,J,NA,NA,523000,4329000
ND22,P,0,0,525000,4329000
ND22,U,NA,NA,527000,4329000
ND22,Z,NA,NA,529000,4329000
ND32,E,0,1,531000,4329000
ND32,J,NA,NA,533000,4329000
ND32,P,NA,NA,535000,4329000
ND32,U,NA,NA,537000,4329000
ND32,Z,0,1,539000,4329000
ND42,E,NA,NA,541000,4329000
ND42,J,NA,NA,543000,4329000
ND42,P,NA,NA,545000,4329000
ND42,U,NA,NA,547000,4329000
ND42,Z,1,0,549000,4329000
ND52,E,NA,NA,551000,4329000
ND52,J,NA,NA,552999.9999999999,4329000
ND52,P,1,0,555000,4329000
ND52,U,0,0,557000,4329000
ND52,Z,NA,NA,559000,4329000
ND62,E,NA,NA,561000,4329000
ND62,J,NA,NA,563000,4329000
ND62,P,NA,NA,565000,4329000
ND62,U,0,0,567000,4329000
ND62,Z,1,1,569000,4329000
ND72,E,0,0,571000,4329000
ND72,J,NA,NA,573000,4329000
ND72,P,NA,NA,575000,4329000
ND72,U,NA,NA,577000,4329000
ND72,Z,NA,NA,579000,4329000
ND82,E,NA,NA,581000,4329000
ND82,J,0,1,583000,4329000
ND82,P,0,0,585000,4329000
ND82,U,NA,NA,587000,4329000
ND82,Z,0,0,589000,4329000
ND92,E,NA,NA,591000,4329000
ND92,J,NA,NA,593000,4329000
ND92,P,0,0,595000,4329000
ND92,U,NA,NA,597000,4329000
ND92,Z,NA,NA,599000,4329000
PD02,E,0,0,601000,4329000
PD02,J,NA,NA,603000.0000000001,4329000
PD02,P,NA,NA,605000,4329000
PD02,U,NA,NA,607000,4329000
PD02,Z,0,0,609000,4329000
PD12,E,NA,NA,611000,4329000
PD12,J,0,1,613000,4329000
PD12,P,NA,NA,615000,4329000
PD12,U,0,1,617000,4329000
PD12,Z,NA,NA,618999.9999999999,4329000
PD22,E,NA,NA,621000,4329000
PD22,J,NA,NA,623000,4329000
PD22,P,NA,NA,625000,4329000
PD22,U,NA,NA,627000,4329000
PD22,Z,1,1,629000,4329000
PD32,E,NA,NA,631000,4329000
PD32,J,0,0,633000,4329000
PD32,P,NA,NA,635000,4329000
PD32,U,0,0,637000,4329000
PD32,Z,NA,NA,639000,4329000
PD42,E,1,1,641000,4329000
PD42,J,NA,NA,643000,4329000
PD42,P,NA,NA,645000,4329000
PD42,U,0,1,647000,4329000
PD42,Z,1,1,649000,4329000
PD52,E,NA,NA,651000,4329000
PD52,J,1,0,653000,4329000
PD52,P,NA,NA,655000,4329000
PD52,U,NA,NA,657000,4329000
PD52,Z,1,0,659000,4329000
PD62,E,0,0,661000,4329000
PD62,J,0,1,663000,4329000
PD62,P,NA,NA,665000,4329000
PD62,U,NA,NA,667000,4329000
PD62,Z,1,1,669000.0000000001,4329000
PD72,E,1,0,671000,4329000
PD72,J,1,0,673000,4329000
PD72,P,NA,NA,675000,4329000
PD72,U,NA,NA,677000,4329000
PD72,Z,NA,NA,679000,4329000
MD62,D,NA,NA,461000,4327000
MD62,I,NA,NA,463000,4327000
MD62,N,1,1,465000,4327000
MD62,T,1,1,467000,4327000
MD62,Y,1,1,469000,4327000
MD72,D,0,1,471000,4327000
MD72,I,NA,NA,473000,4327000
MD72,N,NA,NA,475000.00000000006,4327000
MD72,T,NA,NA,477000,4327000
MD72,Y,NA,NA,479000,4327000
MD82,D,NA,NA,481000,4327000
MD82,I,NA,NA,482999.99999999994,4327000
MD82,N,1,1,485000,4327000
MD82,T,NA,NA,487000,4327000
MD82,Y,NA,NA,489000,4327000
MD92,D,NA,NA,491000,4327000
MD92,I,NA,NA,493000,4327000
MD92,N,NA,NA,495000,4327000
MD92,T,NA,NA,497000,4327000
MD92,Y,NA,NA,499000,4327000
ND02,D,NA,NA,501000,4327000
ND02,I,NA,NA,503000,4327000
ND02,N,NA,NA,505000,4327000
ND02,T,NA,NA,507000,4327000
ND02,Y,NA,NA,509000,4327000
ND12,D,NA,NA,511000,4327000
ND12,I,NA,NA,513000,4327000
ND12,N,0,1,515000,4327000
ND12,T,NA,NA,517000,4327000
ND12,Y,0,0,519000,4327000
ND22,D,NA,NA,521000,4327000
ND22,I,0,1,523000,4327000
ND22,N,1,1,525000,4327000
ND22,T,0,1,527000,4327000
ND22,Y,NA,NA,529000,4327000
ND32,D,NA,NA,531000,4327000
ND32,I,NA,NA,533000,4327000
ND32,N,NA,NA,535000,4327000
ND32,T,0,1,537000,4327000
ND32,Y,NA,NA,539000,4327000
ND42,D,0,0,541000,4327000
ND42,I,0,0,543000,4327000
ND42,N,NA,NA,545000,4327000
ND42,T,1,0,547000,4327000
ND42,Y,NA,NA,549000,4327000
ND52,D,1,0,551000,4327000
ND52,I,NA,NA,552999.9999999999,4327000
ND52,N,0,0,555000,4327000
ND52,T,NA,NA,557000,4327000
ND52,Y,NA,NA,559000,4327000
ND62,D,NA,NA,561000,4327000
ND62,I,NA,NA,563000,4327000
ND62,N,NA,NA,565000,4327000
ND62,T,0,0,567000,4327000
ND62,Y,NA,NA,569000,4327000
ND72,D,NA,NA,571000,4327000
ND72,I,NA,NA,573000,4327000
ND72,N,1,0,575000,4327000
ND72,T,NA,NA,577000,4327000
ND72,Y,0,0,579000,4327000
ND82,D,0,0,581000,4327000
ND82,I,NA,NA,583000,4327000
