lon,lat,jul.day,bath,chl,chl.sw
-66.46,41.19,80,814,1.23,1.40250229
-66.46,41.63,117,69,0.39,0.90799317
-66.46,41.63,81,69,1.32,1.02329299
-66.4607,41.1898,143,814,4.93,1.07407085
-66.4607,41.1898,173,814,0.49,1.25234675
-66.4625,41.1947,80,814,1.23,1.40250229
-66.4627,41.635,173,69,2.4,1.576031
-66.4628,41.6312,117,69,0.39,0.90799317
-66.4637,40.9165,79,2409,0.88,1.80792951
-66.464,41.6348,80,69,1.01,1.05274704
-66.4647,41.6342,81,69,1.32,1.02329299
-66.4653,41.6333,111,69,6.85,1.03097579
-66.4658,41.1857,49,814,0.92,0.56885293
-66.466,44.596,193,111,1.29,2.11348904
-66.4662,41.203,46,814,1.42,0.58410942
-66.4667,41.6375,47,69,1.54,0.92257143
-66.4673,41.6417,144,69,3.67,0.99935184
-66.4674,41.6342,110,69,5.64,1.0689674
-66.468,44.619,193,111,4.08,2.26464431
-66.4683,41.051,170,814,0.19,0.69123141
-66.4698,41.19,117,814,1.4,1.4320325
-66.47,41.19,117,814,1.4,1.4320325
-66.47,41.19,16,814,0.41,0.71839184
-66.47,41.64,144,69,3.67,0.99935184
-66.47,42.06,83,151,1.3,1.28619841
-66.4705,41.6408,43,69,0.46,0.92257143
-66.472,41.187,16,814,0.41,0.71839184
-66.472,42.0565,83,151,1.3,1.28619841
-66.474,41.089,51,814,1.27,0.55936657
-66.475,41.645,18,69,1.34,1.10075868
-66.4793,40.907,79,2409,9.23,1.67623381
-66.482,41.361,51,156,1.02,0.62723313
-66.482,42.024,47,151,0.93,0.95666326
-66.4827,41.6442,78,69,3.11,1.11165515
-66.4875,41.195,170,814,0.22,1.10752698
-66.4908,41.0562,77,814,4.57,1.23569402
-66.499,44.332,192,29,2.29,1.64102231
-66.499,44.575,192,111,2.09,2.14233151
-66.5073,41.7155,110,63,5.53,1.13891028
-66.5195,41.739,143,63,1.75,1.17695293
-66.521,44.304,193,193,1.45,1.60324539
-66.5247,41.742,47,63,1.18,0.82093348
-66.5295,41.6765,49,63,1.69,0.72443596
-66.5312,41.7573,80,69,1.29,1.4948563
-66.537,41.508,50,63,2.33,0.76378165
-66.5372,41.733,48,63,0.75,0.7985903
-66.54,41.73,47,63,0.75,0.82093348
-66.54,41.76,117,69,0.66,1.25976432
-66.541,44.325,192,193,2.24,1.64102231
-66.5417,41.72,18,63,1.19,0.98855309
-66.5443,41.7627,117,69,0.66,1.25976432
-66.5467,41.735,172,63,1.7,1.81357044
-66.5483,41.728,170,63,2.71,1.91947197
-66.5492,41.9897,145,69,1.58,1.49623566
-66.5495,40.9585,109,123,3.24,1.03307425
-66.55,42,119,143,0.64,1.54009442
-66.55,42.0193,139,143,0.75,1.31825297
-66.5527,41.9958,119,69,0.64,1.54009442
-66.553,42.0127,172,143,3.54,1.71790839
-66.554,41.988,46,69,1,1.13419447
-66.5543,41.3055,143,67,0.41,1.17483692
-66.557,41.756,78,69,5.14,1.59368936
-66.557,44.191,192,102,2.42,1.65254422
-66.56,41.31,144,67,6.83,1.21688116
-66.56,41.74,81,63,1.92,1.44543977
-66.5632,41.7443,81,63,1.92,1.44543977
-66.5633,41.305,144,67,6.83,1.21688116
-66.5642,42.004,83,143,1.5,1.5093809
-66.565,41.255,50,67,2.18,0.88889132
-66.565,41.9983,50,69,0.51,1.29566395
-66.5653,41.7543,144,69,4.56,1.19656947
-66.5653,41.7543,174,69,10,1.70766891
-66.566,42.521,189,202,0.38,0.70151238
-66.5662,41.296,170,67,1.55,1.10282973
-66.5667,42.0133,20,143,1.16,0.88796303
-66.5668,42.004,146,143,3.35,1.46657188
-66.567,49.533,170,284,0.516,3.51704639
-66.5675,41.3093,117,67,1.16,1.03122577
-66.569,41.912,47,69,0.93,0.72231067
-66.57,40.9755,42,123,0.33,0.58884366
-66.57,40.98,116,123,0.53,1.29539934
-66.57,40.98,46,123,0.84,0.58884366
-66.57,41.31,117,67,1.16,1.03122577
-66.57,41.75,144,69,4.56,1.19656947
-66.57,41.75,174,69,10,1.70766891
-66.57,42,146,143,3.35,1.46657188
-66.57,42,50,143,0.51,1.29566395
-66.5703,41.301,110,67,3.79,0.92783288
-66.571,44.154,192,102,1.95,1.59339713
-66.5715,42.0018,112,143,5.53,2.07158784
-66.5728,42.0215,45,143,0.64,1.062605
-66.5732,40.976,47,123,0.84,0.58884366
-66.5733,41.308,18,67,0.95,0.97702269
-66.5735,40.976,79,123,1.85,1.36092489
-66.5738,40.9792,110,123,2.11,1.06853007
-66.5748,40.975,116,123,0.53,1.29539934
-66.575,40.9617,17,123,0.79,0.53088444
-66.5752,41.3043,47,67,0.52,0.83176377
-66.5757,41.3035,46,67,1.5,0.83176377
-66.5757,41.307,111,67,1.06,0.8863973
-66.5767,40.9812,79,123,0.47,1.36092489
-66.5768,40.9755,143,123,7.7,0.79743378
-66.5772,40.979,143,123,2.2,0.79743378
-66.5773,40.9773,169,123,0.34,0.47863009
-66.5775,41.3035,80,67,1.71,1.20871533
-66.5783,41.7393,43,63,0.97,0.91030622
-66.5793,41.3035,79,67,0.66,1.24253311
-66.58,40.98,143,123,7.7,0.79743378
-66.58,40.98,79,123,0.47,1.36092489
-66.58,41.3,47,67,0.52,0.83176377
-66.58,41.3,80,67,1.71,1.20871533
-66.5813,40.972,46,123,1.6,0.58884366
-66.5817,41.3037,42,67,0.26,0.83176377
-66.584,42.823,194,199,0.38,0.8538103
-66.5857,42.023,79,143,4.16,1.52298809
-66.5883,40.9867,171,123,0.59,0.49169368
-66.59,42.01,83,143,1.81,1.5093809
-66.59,42.622,194,202,0.54,0.65896948
-66.5908,42.012,84,143,1.81,1.51595352
-66.5937,41.738,111,63,4.57,1.49623566
-66.5978,41.2827,77,67,5.63,1.31016866
-66.602,41.127,50,85,3.36,0.55971793
-66.602,44.008,192,102,2.38,1.42222799
-66.6045,41.2935,172,67,1.91,1.26190321
-66.61,42.0067,174,143,1.67,1.71790839
-66.625,44.839,193,95,1.72,3.42767787
-66.627,42.088,47,143,0.97,0.77396983
-66.649,41.661,49,63,1.06,0.72443596
-66.654,43.382,192,176,2.37,1.42927068
-66.663,44.175,192,102,2.8,2.25160589
-66.6633,42.0847,48,143,0.9,0.74920289
-66.6647,41.4345,77,67,4.59,1.32606483
-66.669,41.632,50,63,2.25,0.74528783
-66.67,41.4,117,67,0.59,1.04251565
-66.6717,41.9333,20,69,1.27,0.95146953
-66.679,44.117,191,102,2.69,1.82514885
-66.681,44.747,192,40,1.94,3.45832101
-66.685,42.884,194,199,1.12,1.04622108
-66.6857,41.9467,172,69,5.29,1.92305371
-66.6865,41.377,143,67,2.2,1.2481578
-66.688,41.039,42,85,0.44,0.61920867
-66.6883,41.433,18,67,1.3,1.2020005
-66.6895,41.0257,78,85,1.26,1.32902891
-66.69,41.42,16,67,0.72,1.1804294
-66.6905,41.0293,109,85,3.07,0.92312176
-66.692,41.423,16,67,0.72,1.1804294
-66.6927,41.4032,170,67,3.18,1.37918799
-66.6952,41.0237,110,85,1.55,0.92257143
-66.6953,41.927,120,69,1.29,1.43329953
-66.6968,41.9368,113,69,5.1,2.34422882
-66.6968,41.9454,45,69,1.47,0.93138992
-66.6975,41.418,144,67,7.62,1.3174023
-66.6975,41.418,174,67,3.6,1.31046652
-66.6983,41.4083,47,67,0.79,1.28584171
-66.699,41.417,49,67,1.96,1.34896288
-66.6998,41.0245,46,85,0.86,0.82507648
-66.7,41.02,46,85,0.86,0.82507648
-66.7,41.03,79,85,0.93,1.50648054
-66.7,41.41,47,67,0.79,1.28584171
-66.7,41.42,144,67,7.62,1.3174023
-66.7,41.42,173,67,3.6,1.32764689
-66.7,41.93,119,69,1.29,1.56343229
-66.7005,41.0333,79,85,0.93,1.50648054
-66.702,40.96,51,123,0.99,0.66727979
-66.7033,41.4083,46,67,2.24,1.25428113
-66.7035,41.033,46,85,2.05,0.82507648
-66.7035,41.918,83,69,1.65,1.89101349
-66.7052,41.4172,110,67,3.43,1.20064649
-66.706,44.939,192,95,1.09,3.71294415
-66.7063,41.0285,143,85,6.86,1.08911411
-66.7063,41.9692,112,69,7.18,2.28129671
-66.7073,41.022,116,85,0.66,1.10024528
-66.708,41.039,143,85,2.3,1.08911411
-66.7083,41.953,146,69,3.53,1.55562022
-66.7083,41.953,176,69,8.13,2.28489003
-66.7085,41.945,84,69,3.1,1.91613423
-66.71,41.02,116,85,0.66,1.10024528
-66.71,41.03,143,85,6.86,1.08911411
-66.71,41.95,146,69,3.53,1.55562022
-66.71,41.95,176,69,8.13,2.28489003
-66.71,41.95,84,69,3.1,1.91613423
-66.711,42.424,189,297,0.41,0.75034154
-66.7117,41.0317,17,85,0.62,0.67608298
-66.7117,41.955,145,69,1.77,1.54881662
-66.7127,41.0432,169,85,0.48,0.83176377
-66.713,42.4,190,297,0.38,0.76464457
-66.7137,41.0463,76,85,5.95,1.36133327
-66.714,41.9275,79,69,3.61,2.03061889
-66.7167,41.0333,171,85,0.75,0.86257097
-66.718,41.9505,139,69,0.29,1.5896382
-66.719,42.7,194,202,0.83,0.76669648
-66.72,41.4,80,67,1.4,1.58986917
-66.72,41.96,18,69,0.38,1.08298756
-66.7207,41.3995,80,67,1.4,1.58986917
-66.722,41.96,18,69,0.38,1.08298756
-66.7223,41.6488,77,63,5.76,1.92367427
-66.725,41.9497,50,69,0.46,0.82245943
-66.728,44.019,194,102,1.65,1.5393027
-66.73,41.95,50,69,0.46,0.82245943
-66.7308,41.4373,79,67,1.29,1.57649296
-66.733,49.467,170,260,0.599,3.45832101
-66.7368,41.431,43,67,0.28,1.15959937
-66.7368,41.4328,111,67,0.73,1.14152866
-66.739,41.294,51,67,1.33,0.80352612
-66.74,41.6517,172,63,3.44,2.57426348
-66.747,43.962,113,97,0.39,1.77827941
-66.7497,41.6422,144,63,13.29,1.46657188
-66.75,41.64,144,63,13.29,1.46657188
-66.753,41.661,43,63,0.36,0.9468873
-66.7542,41.6645,110,63,4.96,1.75169952
-66.7553,41.6658,81,63,1.45,1.65958691
-66.7562,41.667,47,63,3.11,0.93067672
-66.7562,41.6687,111,63,10.2,1.78139035
-66.757,43.221,194,154,1.33,1.54738879
-66.758,44.16,191,102,2.37,1.82514885
-66.759,41.6685,80,63,2.41,1.72560875
-66.76,41.67,117,63,0.41,1.4320325
-66.76,41.67,81,63,1.45,1.65958691
-66.761,41.947,51,69,3.03,0.84139274
-66.761,42.63,195,202,3.43,0.699842
-66.7617,41.995,174,69,2.54,1.94304089
-66.7638,41.6677,117,63,0.41,1.4320325
-66.765,41.4622,172,67,3.03,1.63845884
-66.766,41.6652,170,63,2.75,2.3678507
-66.7692,42.0487,146,143,3.85,1.542244
-66.77,41.11,143,85,3.09,0.98855309
-66.77,42.05,146,143,3.85,1.542244
-66.7748,41.1148,143,85,3.09,0.98855309
-66.7783,41.6567,18,63,1.77,1.24842193
-66.7792,41.6653,143,63,3.88,1.4369081
-66.7867,42.0233,174,143,4.9,2.25628984
-66.795,42.158,47,143,1,0.83980709
-66.7952,42.015,172,143,3.37,2.142743
-66.7967,42.019,84,143,2.21,2.05317482
-66.797,44.306,192,193,4.2,1.33763295
-66.7975,42.0245,145,143,1.86,1.97242274
-66.7978,42.1167,51,143,1.32,0.77396983
-66.799,42.015,45,143,1.4,0.89337818
-66.8,42.02,50,143,0.51,0.88515898
-66.8,42.02,84,143,2.21,2.05317482
-66.8013,42.0147,113,143,14.04,2.11348904
-66.8023,42.0205,50,143,0.51,0.88515898
-66.8073,42.0255,139,143,0.67,1.92220122
-66.808,41.579,49,63,1.02,1.13501082
-66.8083,41.5067,18,63,1.75,1.26445558
-66.8098,41.9788,79,69,3.46,1.89421378
-66.81,41.5008,77,63,4.67,1.71893316
-66.8113,41.125,143,85,1.86,1.00622825
-66.8137,42.024,83,143,1.78,2.02625746
-66.816,42.032,112,143,1.52,2.12277311
-66.82,41.12,79,85,0.8,1.49885318
-66.8217,41.1152,79,85,0.8,1.49885318
-66.824,41.1167,171,85,0.51,1.14353238
-66.8245,41.117,42,85,0.31,0.90428089
-66.824700000000007,41.1163,78,85,1.45,1.47387147
-66.825,41.692,47,63,4.08,1.32703623
-66.8252,41.1147,46,85,0.8,0.83111873
-66.8252,41.1162,109,85,1.73,0.94245251
-66.8267,41.117,46,85,1.64,0.83111873
-66.83,41.11,46,85,0.8,0.83111873
-66.83,41.49,81,67,1.77,1.65958691
-66.8307,41.1217,169,85,2.9,1.05925373
-66.831,41.496,170,67,3.14,1.40885177
-66.8317,41.1222,110,85,5.06,0.89431294
-66.832,41.505,43,63,0.28,1.16700679
-66.8322,41.5,47,63,2.54,0.98316956
-66.834,41.819,47,69,2.92,0.89636898
-66.834,43.522,189,121,2.43,1.58167408
-66.8347,41.495,81,67,1.77,1.65958691
-66.8348,41.5007,172,63,2.27,1.4338186
-66.835,41.1083,17,85,0.91,0.83176377
-66.8367,41.5125,144,63,13.71,1.46122945
-66.837,41.503,111,63,1.96,1.28143478
-66.8373,41.1203,116,85,4.33,0.8798632
-66.8383,41.504,79,63,1.39,1.68926003
-66.8387,41.5008,117,63,1.18,1.07508817
-66.8395,41.5045,110,63,3.22,1.29268946
-66.84,41.12,116,85,4.33,0.8798632
-66.84,41.5,117,63,1.18,1.07508817
-66.84,41.51,144,63,13.71,1.46122945
-66.843,41.5007,143,63,2.01,1.42622324
-66.85,44.933,209,95,0.94,3.31131121
-66.85,44.933,216,95,0.89,3.51853106
-66.85,44.933,224,95,4.32,4.53619922
-66.85,44.933,242,95,4.51,4.27861641
-66.85,44.933,270,95,3.88,3.10760584
-66.85,44.933,285,95,2.45,2.98716347
-66.85,44.933,302,95,0.87,2.59218804
-66.85,44.933,321,95,2.32,2.6915348
-66.85,44.933,337,95,0.52,3.19889511
-66.85,44.933,348,95,0.36,2.84107004
-66.85,44.933,364,95,0.74,3.15108132
-66.85,44.933,116,95,0.87,4.82386213
-66.85,44.933,138,95,0.57,4.71916653
-66.85,44.933,152,95,10.98,5.16598438
-66.85,44.933,167,95,6.47,4.36515832
-66.85,44.933,180,95,2.46,2.88179492
-66.85,44.933,228,95,4.32,4.61780442
-66.85,44.933,258,95,7.97,3.62763403
-66.85,44.933,269,95,1.23,3.14834692
-66.85,44.933,290,95,1.29,2.82685383
-66.85,44.933,311,95,1.42,2.55679852
-66.85,44.933,319,95,2,2.64662271
-66.85,44.933,334,95,0.85,3.08082126
-66.85,44.933,52,95,0.41,3.10760584
-66.85,44.933,63,95,0.47,3.14554938
-66.85,44.933,74,95,0.34,2.9519873
-66.85,44.933,89,95,0.42,2.98538262
-66.85,44.933,122,95,2.82,4.38472473
-66.85,44.933,138,95,1.71,4.71916653
-66.85,44.933,15,95,0.47,2.73965898
-66.85,44.933,150,95,1.84,5.12195237
-66.85,44.933,163,95,1.29,4.36515832
-66.85,44.933,177,95,2.16,2.6915348
-66.85,44.933,194,95,1.52,3.87230201
-66.85,44.933,2,95,0.55,2.8840315
-66.85,44.933,212,95,2.1,3.40011972
-66.85,44.933,226,95,3.12,4.65750242
-66.85,44.933,240,95,2.02,4.38433346
-66.85,44.933,256,95,4.64,3.672823
-66.85,44.933,275,95,1.21,3.01161082
-66.85,44.933,288,95,1.67,2.90981449
-66.85,44.933,29,95,0.45,2.98716347
-66.85,44.933,302,95,1.11,2.59218804
-66.85,44.933,333,95,0.55,3.04146331
-66.85,44.933,44,95,0.45,2.86084421
-66.85,44.933,60,95,0.52,3.2284303
-66.85,44.933,79,95,1.27,3.29176627
-66.85,44.933,88,95,1.53,3.04066952
-66.86,43.919,193,97,0.81,1.44543977
-66.868,42.062,48,143,0.84,0.74150568
-66.868,42.188,48,143,0.97,0.85040042
-66.868,42.479,191,297,0.95,0.78375358
-66.8683,42.2977,83,297,1.65,1.33751386
-66.8693,42.2955,113,297,1.75,2.51188643
-66.87,41.31,18,67,0.31,1.06338889
-66.873,41.307,18,67,0.31,1.06338889
-66.8738,42.1928,174,143,0.37,1.35651915
-66.875,42.31,174,297,0.51,0.7602739
-66.8753,42.1023,145,143,1.83,1.840772
-66.877,42.3102,139,297,0.35,0.94775182
-66.878,43.09,193,154,1.67,1.44543977
-66.8787,42.2998,146,297,7.7,1.01895051
-66.8798,42.2677,51,297,2.01,0.73080052
-66.88,42.0967,174,143,4.89,2.09243991
-66.88,42.3,146,297,7.7,1.01895051
-66.885,43.737,192,121,2.56,1.48988617
-66.889,40.933,51,123,3.11,0.76038393
-66.8895,42.2045,139,143,0.63,1.305554
-66.89,42.2,146,143,9.73,1.44543977
-66.8915,42.1013,48,143,1.03,0.80712785
-66.8932,42.2015,146,143,9.73,1.44543977
-66.8935,42.117,139,143,0.53,1.58236974
-66.895,42.1985,112,143,2.83,1.74773528
-66.8952,41.0937,172,85,0.71,1.18567171
-66.896,42.2807,172,297,0.02,0.80056184
-66.896,42.2975,145,297,1.24,1.02329299
-66.8967,42.0967,20,143,0.75,0.93472936
-66.8968,42.08,120,143,2.02,1.8841457
-66.8985,42.1077,146,143,7.57,1.840772
-66.9,42.08,200,143,2.02,2.79288976
-66.9,42.1,51,143,0.48,0.83800859
-66.9,42.1,84,143,2.12,1.97242274
-66.9,42.11,146,143,7.57,1.840772
-66.9,42.2,51,143,0.37,0.82545733
-66.9,42.2,84,143,1.12,1.42703799
-66.9,42.2983,20,297,0.94,0.63449168
-66.9,49.367,169,260,2.156,5.55904257
-66.9002,42.101,51,143,0.48,0.83800859
-66.9005,42.2003,84,143,1.12,1.42703799
-66.9007,42.0972,84,143,2.12,1.97242274
-66.9008,42.0992,79,143,2.26,1.90879415
-66.901,42.1992,83,143,2.89,1.43317192
-66.9018,42.1878,113,143,2.9,1.840772
-66.9023,42.19,46,143,0.6,0.7932965
-66.903,42.1947,172,143,0.14,1.3920874
-66.904,41.377,50,67,2.48,0.6799993
-66.9043,42.2,51,143,0.37,0.82545733
-66.9053,42.1177,83,143,1.61,1.97242274
-66.9057,42.0935,113,143,3.14,2.18776162
-66.9062,42.103,112,143,0.75,2.11469709
-66.907,42.0995,45,143,0.61,0.89977005
-66.91,42.31,84,297,0.35,1.33178934
-66.9105,42.2945,112,297,1.08,2.33977698
-66.912,42.3063,84,297,0.35,1.33178934
-66.9165,42.315,46,297,0.77,0.7339828
-66.92,41.111,51,85,1.38,0.77624712
-66.921,42.2852,79,297,1.98,1.26754541
-66.9217,42.1833,20,143,0.91,0.7339828
-66.923,42.089,47,143,1.21,0.83800859
-66.9328,42.1798,79,143,2.07,1.38812633
-66.933,44.166,193,102,0.61,1.39636836
-66.936,40.822,51,123,0.99,0.62042892
-66.9363,42.304,120,297,0.92,1.66920035
-66.9377,41.2048,79,85,0.75,1.40863621
-66.94,41.2,79,85,0.75,1.40863621
-66.94,42.3,120,297,0.92,1.66920035
-66.9418,41.1977,109,85,2.25,1.2519046
-66.9432,41.1978,110,85,1.13,1.1776766
-66.944,41.204,142,85,1.64,1.06903374
-66.9477,41.1783,76,85,3.5,1.42703799
-66.9477,41.198,171,85,2.22,1.33873503
-66.9483,41.1983,78,85,1.18,1.41477014
-66.949,42.864,193,199,0.34,0.89125094
-66.9495,41.2052,45,85,2.41,1.07786596
-66.95,41.19,116,85,0.3,0.95499259
-66.95,41.198,17,85,1.24,1.54881662
-66.9528,41.213,42,85,0.51,1.09182514
-66.9548,41.188,116,85,0.3,0.95499259
-66.955,41.1917,46,85,0.67,1.0732129
-66.955,41.204,143,85,7.28,1.0781819
-66.96,41.19,46,85,0.67,1.30215616
-66.96,41.2,143,85,7.28,1.2003502
-66.961,43.336,193,176,0.59,1.30316678
-66.9617,41.595,43,63,0.39,1.40875074
-66.963,43.164,192,154,2.82,1.31274924
-66.965,42.775,191,199,1.97,0.81788461
-66.966,44.319,192,193,3.94,1.48600845
-66.9667,41.208,169,85,2.69,1.39636836
-66.968,42.339,191,297,0.42,0.81789303
-66.9692,42.126,172,143,0.66,2.71378515
-66.97,41.58,81,63,1.75,1.60324539
-66.97,41.59,144,63,10.86,1.73054053
-66.97,41.5972,172,63,1.96,1.48731745
-66.9705,41.5997,143,63,3.2,1.68280165
-66.9717,41.597,47,63,3.86,1.12861898
-66.9725,41.5875,144,63,10.86,1.73054053
-66.9725,41.5987,110,63,4.21,1.54881662
-66.9728,41.583,81,63,1.75,1.60324539
-66.9748,41.603,80,63,1.8,1.63293622
-66.9765,41.6043,170,63,4.22,1.39508107
-66.9832,41.5753,77,63,3.88,1.7220087
-66.985,41.5883,18,63,1.64,1.36369867
-66.986,41.5975,117,63,1.25,1.40387102
-66.99,41.6,117,63,1.25,1.40387102
-66.9953,41.4272,111,67,4.31,1.36081425
-66.9978,41.6017,51,63,0.41,1.07865554
-67,41.6,51,63,0.41,1.07865554
-67.009,41.839,48,49,1.21,0.93721025
-67.018,43.803,113,199,1.15,1.44543977
-67.028,43.709,194,200,0.72,1.2701801
-67.032,42.198,192,106,0.44,1.18540104
-67.033,49.267,168,123,2.562,5.21079009
-67.0408,40.8707,135,77,0.5,0.8863973
-67.042,44.357,194,99,2.95,1.75838708
-67.0467,40.863,142,77,1.19,0.88796303
-67.0472,40.87,109,77,1.54,0.98338729
-67.0483,40.8683,15,77,0.71,0.73738116
-67.0483,40.875,45,77,0.45,0.71298859
-67.0497,40.8707,113,77,0.74,1.13501082
-67.05,40.87,113,77,0.74,1.13501082
-67.05,40.87,78,77,2.3,1.52909876
-67.05,40.88,45,77,0.45,0.71298859
-67.05,42.15,51,106,0.47,0.87638817
-67.0508,40.8687,78,77,2.3,1.52909876
-67.0517,42.1467,51,106,0.47,0.87638817
-67.0532,40.8707,77,77,0.9,1.52252614
-67.0542,40.8808,73,77,0,1.49623566
-67.0545,41.2367,45,58,2.6,1.33081289
-67.0547,41.239,110,58,5.95,1.1454192
-67.056,40.866,41,77,0.34,0.74989421
-67.0573,40.858,168,77,0.2,0.58884366
-67.0595,41.2343,116,58,0.55,1.01026553
-67.0598,40.849,108,77,2.21,0.94548141
-67.0598,41.2348,46,58,0.83,1.30215616
-67.06,41.23,116,58,0.55,1.01026553
-67.06,41.23,46,58,0.83,1.30215616
-67.06,41.24,79,58,1.14,1.43317192
-67.06,41.25,143,49,9.65,1.2003502
-67.06,42.1067,175,106,5.55,1.50746927
-67.0603,41.2338,78,58,1.03,1.42703799
-67.0608,42.1112,145,106,2.07,2.18776162
-67.063,41.2438,79,58,1.14,1.43317192
-67.0635,41.245,143,58,9.65,1.2003502
-67.0637,41.2422,142,58,1.66,1.2330199
-67.0645,42.112,173,106,0.06,1.61857018
-67.065,40.8683,170,77,0.67,0.59974857
-67.065,41.24,17,58,1.28,1.44543977
-67.065,42.1233,20,106,0.82,0.91338315
-67.0652,41.2367,109,58,2.19,1.18612794
-67.0658,42.1063,84,106,0.75,2.3573601
-67.068,42.1153,51,106,1.08,1.18371859
-67.0682,42.113,83,106,2.13,2.32645484
-67.0685,42.109,114,106,3.52,3.07718133
-67.0688,42.1087,113,106,0.75,3.09029543
-67.0697,42.103,120,106,1.82,2.99849672
-67.07,40.88,141,77,1.95,0.86561985
-67.07,42.1,120,106,1.82,2.99849672
-67.07,42.11,84,106,0.75,2.3573601
-67.0737,40.875,142,77,1.95,0.88796303
-67.0742,41.2353,41,58,0.48,1.44543977
-67.0744,42.1139,46,106,0.69,1.19115995
-67.0748,41.2523,169,49,3.56,1.39636836
-67.077,44.598,194,27,0.81,2.84854751
-67.0773,40.8602,44,77,2.86,0.722215
-67.085,42.0882,139,106,0.46,1.70855287
-67.1,43.739,191,200,0.56,1.06855984
-67.116,42.227,191,106,0.54,1.16598946
-67.1195,42.0833,79,106,1.46,2.14305308
-67.12,42.09,146,106,5.12,2.13657635
-67.12,42.153,187,106,0.4,1.22794676
-67.1218,42.085,146,106,5.12,2.13657635
-67.1443,40.664,135,103,0.36,0.87964608
-67.1483,40.685,170,103,0.51,0.40821285
-67.149,42.099,47,106,1.31,1.15959937
-67.1502,41.2383,171,58,3.12,1.4369081
-67.154,43.095,191,200,1.5,0.98016297
-67.158,40.823,51,77,3.06,0.78156216
-67.158,44.007,192,179,2.81,1.16768051
-67.16,41.28,116,49,0.75,1.36077634
-67.161,42.721,190,250,0.93,0.83944339
-67.1648,41.2812,116,49,0.75,1.36077634
-67.1652,41.2903,46,49,0.96,1.46448823
-67.17,41.29,46,49,0.96,1.46448823
-67.1705,40.9218,168,77,0.03,0.6597119
-67.1733,41.27,16,49,1.92,2.15247401
-67.175,40.6583,45,103,0.64,0.66539967
-67.175,40.661,78,103,0.86,1.57464782
-67.1753,41.245,45,58,2.5,1.576031
-67.1755,40.65,108,103,1.85,1.24283981
-67.1758,40.659,113,103,0.56,1.34896288
-67.1767,40.6592,77,103,3.46,1.46437686
-67.1768,40.66,168,103,0.16,0.42107001
-67.177,41.2702,76,49,5.63,1.80171413
-67.1788,41.271,169,49,3.35,1.54881662
-67.179,41.262,110,49,5.35,1.34791675
-67.1793,40.6563,44,103,1.42,0.67401025
-67.18,40.66,113,103,0.56,1.34896288
-67.18,40.66,45,103,0.64,0.66539967
-67.18,40.66,78,103,0.86,1.57464782
-67.18,40.92,113,77,0.86,1.02329299
-67.18,41.27,79,49,1.33,1.82514885
-67.1805,41.269,109,49,5.02,1.54974052
-67.181,41.2732,79,49,1.33,1.82514885
-67.1812,40.942,73,77,3.03,1.0964782
-67.1817,40.9133,15,77,0.77,0.78523339
-67.182,40.918,113,77,0.86,1.02329299
-67.1845,40.9183,44,77,1.54,0.75409477
-67.185,40.9183,45,77,0.61,0.76398104
-67.1862,40.921,78,77,1.14,1.12056108
-67.1865,40.918,108,77,1.78,1.00158056
-67.1867,41.255,171,49,2.08,1.4369081
-67.1877,40.9178,77,77,0.79,1.11574451
-67.188,42.761,194,207,1.15,0.97260818
-67.1893,40.919,41,77,0.3,0.72443596
-67.1895,40.924,142,77,1.83,1.02329299
-67.1897,41.2595,41,49,1.33,1.54881662
-67.19,40.65,141,103,2.28,0.73716508
-67.19,40.92,45,77,0.61,0.76398104
-67.19,40.92,78,77,1.14,1.12056108
-67.19,41.28,15,49,1.18,2.1171864
-67.1902,40.6492,141,103,2.28,0.73716508
-67.191,40.9168,109,77,1.47,1.00592304
-67.192,41.282,15,49,1.18,2.1171864
-67.194,43.084,192,200,3.43,0.98435803
-67.195,41.2695,78,49,0.83,1.81733728
-67.1953,40.91,170,77,0.71,0.63956793
-67.1978,40.6768,141,103,0.87,0.81764495
-67.1978,41.27,143,49,2.59,1.49623566
-67.1988,40.6757,40,103,0.27,0.69687212
-67.2,41.27,142,49,2.59,1.49623566
-67.207,40.632,109,103,1.06,1.30403517
-67.21,41.94,18,49,0.67,1.12231427
-67.2107,41.279,142,49,1.66,1.49623566
-67.212,41.943,18,49,0.67,1.12231427
-67.2143,41.9463,51,49,2.67,1.28198451
-67.2165,41.905,84,49,1.93,3.10760584
-67.22,40.87,142,77,2.11,1.04622239
-67.22,41.93,146,49,10.36,2.9261956
-67.22,41.93,176,49,5.87,3.04045035
-67.2202,40.8687,142,77,2.11,1.04622239
-67.2233,40.675,15,103,0.57,0.78969493
-67.2238,41.9302,146,49,10.36,2.9261956
-67.2238,41.9302,176,49,5.87,3.04045035
-67.227,41.924,146,49,2.58,2.9261956
-67.2277,41.921,173,49,0.19,2.89091512
-67.2287,41.8958,120,49,1.46,3.31131121
-67.2288,41.9328,139,49,0.8,2.56630323
-67.23,41.9,120,49,1.46,3.31131121
-67.23,41.9065,175,49,4.78,2.99060528
-67.23,41.9217,46,49,2.19,1.34791675
-67.231,41.258,48,49,1.57,1.89737463
-67.233,49.183,168,242,6.373,9.05612344
-67.234,42.683,191,250,0.64,0.87940212
-67.24,41.93,51,49,0.89,1.42055924
-67.2427,41.9347,51,49,0.89,1.42055924
-67.244,41.556,50,45,3.42,1.51997704
